Order,Run,Label,Area_Mean,BoundingBoxArea_Mean,Compactness_Mean,ConvexArea_Mean,Eccentricity_Mean,EquivalentDiameter_Mean,Extent_Mean,FormFactor_Mean,MajorAxisLength_Mean,MaxFeretDiameter_Mean,MaximumRadius_Mean,MeanRadius_Mean,MedianRadius_Mean,MinFeretDiameter_Mean,MinorAxisLength_Mean,Perimeter_Mean,Solidity_Mean,Area_Std,BoundingBoxArea_Std,Compactness_Std,ConvexArea_Std,Eccentricity_Std,EquivalentDiameter_Std,Extent_Std,FormFactor_Std,MajorAxisLength_Std,MaxFeretDiameter_Std,MaximumRadius_Std,MeanRadius_Std,MedianRadius_Std,MinFeretDiameter_Std,MinorAxisLength_Std,Perimeter_Std,Solidity_Std,DistanceTraveled_Max,DistanceTraveled_Mean,DistanceTraveled_Std,Speed_Max,Speed_Mean,Speed_Std,Linearity_Mean,Linearity_Std,MeanderRatio_Mean,MeanderRatio_Std,FinalAge,Displacement,IntegratedDistance
1,1,1,133.5,168.2,1.0118251071729871,138.7,0.5691381789331489,13.03633602801086,0.7943223443223443,0.989978658217628,14.46422248275895,14.270893219486409,5.829437032785835,2.460219065035516,2.141640786499874,11.062755348299891,11.867993927164976,41.18477631085023,0.9627080372285487,3.8078865529319543,6.142746399887703,0.04430521962801463,4.083843505544474,0.040265078599589325,0.18685165515363264,0.027630464481652704,0.04228206502880726,0.3399758937895037,0.3966620700249856,0.14009473296899422,0.0658556525777261,0.10846575035548134,0.1984498359848296,0.21032853767539744,0.9463904970758383,0.019229934913247638,0.4787321232483972,0.1575205446097483,0.1437081651767977,0.1473021917687376,0.048467859879922554,0.04421789697747622,0.4224790973734902,0.269519335717249,3.047296289221264,1.3212426504599593,10,0.4066439172115756,1.4176849014877346
2,1,2,203.3,260.5,1.1737285011732734,216.8,0.8150863866612847,16.08836428924619,0.7806349206349206,0.8524441724816906,21.31043222139217,20.183157161326896,6.138747861250137,2.699236282088253,2.29530389222443,11.814293843926983,12.340957162226953,54.754624791833734,0.9379095025406676,3.1640339933558095,5.060742150229659,0.028788721041233305,4.685675570881488,0.008079086913011886,0.1253171140503893,0.017089263249670677,0.02077794424692406,0.24322727418883008,0.3946404850251674,0.13239123836763075,0.03154223192801119,0.1873204098133684,0.3453254035884854,0.16856469978627578,0.8404992584732537,0.01343876275599214,0.3790401264736811,0.16840672139797477,0.12358442764858979,0.11662773122267112,0.051817452737838395,0.03802597773802763,0.42789751529034115,0.27036031714121467,2.9581005348575067,1.1778035301625578,10,0.3728337595186409,1.515660492581773
3,1,3,55.7,77.4,0.9741324034732861,58.9,0.7681670982893581,8.420067310712046,0.7214506172839507,1.0285815101363784,10.546260818288996,9.893208920890446,3.4282418293457453,1.706841467443647,1.4142135623730951,6.13123485758706,6.730380706042544,26.10365799264593,0.9465036572216928,2.057506581601462,4.6475800154489,0.04600082582730321,2.8848262031225076,0.027678071944993617,0.15602394697601027,0.04207586247301989,0.04774155734683261,0.33644258329731097,0.3718082654237793,0.22890551064707323,0.0366791044679228,0,0.3299143341828504,0.22050290859869154,0.8501610291066851,0.027832749856290386,0.31111236114858115,0.17007204485958824,0.07037183694942982,0.09572688035340958,0.052329859956796385,0.021652872907516867,0.5903136499154282,0.18112357145781477,1.810620875528973,0.4430068170974142,10,0.6797487871371012,1.5306484037362942
4,1,4,215.2,388.6,1.453520908981493,236.5,0.9170575374152926,16.551582085205553,0.5542462026198439,0.6890402615257273,26.42342299514257,25.687477486417986,5.203575679650194,2.463588638802786,2.23606797749979,10.018565636535968,10.524410195464814,62.68254685319159,0.9099390759375943,5.940445175985458,16.493769867572556,0.060848641229277356,5.9675045966560525,0.005661366604157379,0.22676591873463972,0.015783989616077767,0.028053386588329933,0.5881170733584593,0.9738242967057731,0.15916499528972824,0.04268752824787784,0,0.23011507969757797,0.20120121044404113,1.7509126344002188,0.0103432692742184,0.5376431441208569,0.23702329096480987,0.1289710556589548,0.16542865972949444,0.07293024337378765,0.03968340174121687,0.29595496755135786,0.3327569482447006,9.469150738797598,12.492726881094615,10,0.3100118244136774,2.1332096186832885
5,1,5,89.7,133.9,1.2599080987627638,98.9,0.863980680499711,10.682955347097987,0.6711458333333333,0.7954647716257952,15.365238883084725,14.930963411420045,3.8816653826391967,1.8625076479073874,1.882842712474619,7.167487059746476,7.7270709370380155,37.639191898578666,0.9065385802279824,5.078276172963507,7.248754682319194,0.06446276051289634,4.1486276177925525,0.012425605749865645,0.30559998301085206,0.04403627360499118,0.0382260437136034,0.2812932477768092,0.42989870491121807,0.1905368358101744,0.07851182747609137,0.24698924871162387,0.2642762762173074,0.31653463315688485,0.5155650197703837,0.01932159256314781,0.87748774263479,0.4483352972226816,0.2599216843102365,0.2699962285030123,0.13794932222236356,0.07997590286468816,0.3229481782080476,0.32223082800944924,8.953744117155232,12.451257124775992,10,0.09783380607935198,4.035017675004134
6,1,6,54.375,81.25,1.0372907157552629,59.125,0.8036536827316116,8.319461555912241,0.6699652777777778,0.96513724182908045,10.869545622222397,10.082837411129043,3.1974021545592834,1.6469953495613607,1.4142135623730951,5.924938351616192,6.451282853112657,26.61180553784104,0.9196180970728701,1.9226098333849673,3.5355339059327378,0.037319764635305244,1.5526475085202969,0.0224107205319161,0.14720118273108349,0.02970439218201574,0.0345547832433284,0.28983637498795295,0.3142151050957935,0.17441973027205343,0.040515497473352896,0,0.26994047111263414,0.20046017903650276,0.4792649694016646,0.019732478027939804,0.3815869480946445,0.2037990422757462,0.12060553295790633,0.11741136864450599,0.06270739762330652,0.03710939475627887,0.42977679719592077,0.39150435040327414,6.0902043761397655,7.746696224437157,8,0.34173218161481594,1.4265932959302234
7,1,7,54,106.66666666666667,1.3733363859763723,69.66666666666667,0.707184834384288,8.290219371755475,0.5122053872053872,0.7418740220194199,11.200207041478574,10.599842434521353,3,1.46686085448808,1.2761423749153968,7.866370722813626,7.670008699227499,30.487313592375198,0.7789678675754625,2.6457513110645907,15.275252316519467,0.23903640569762258,8.082903768654761,0.12022223130414568,0.20198335526371558,0.06641958216630663,0.11833774108572864,0.9604370524043799,0.6819168167603951,0,0.045101186840004734,0.2391463117381003,1.0868405836490094,1.1095960627413886,3.3509347701308267,0.050343340947058855,0.5355844144673035,0.39079691699598584,0.20476044258599768,0.16479520445147802,0.12024520522953411,0.06300321310338391,0.7287651884486165,0.38358394908367716,1.5928236140095813,0.8383791950273826,3,0.3576029214469002,0.7815938339919717
8,3,1,165.2,205.7,1.0533760302837019,170.6,0.7365964653413368,14.503010869188431,0.8035067873303168,0.949776139084598,17.783913873725837,16.660233845994913,5.98309518948453,2.6041912276176946,2.23606797749979,11.092660481608343,12.021189821422245,46.760512242138304,0.9684701909974445,1.0327955589886444,5.375872022286245,0.024303125896832135,2.503331114069145,0.012651532853339635,0.04532007711980866,0.017282851133238873,0.02155372120579946,0.21103583869850853,0.20168235962523742,0.05345770464245005,0.02203425087918239,0,0.2930181709705053,0.12806288463957144,0.608585893093505,0.010092954168620973,0.15824033806694943,0.1045974345056674,0.03387978030893155,0.04868933478983059,0.03218382600174381,0.010424547787363556,0.35310748932524955,0.2643224875827537,4.3372621493621235,3.3808979293110784,10,0.23715686392211724,0.9413769105510066
9,3,2,106.6,171.8,1.8402781635723553,143.6,0.8803893273883753,11.64488597515632,0.621980949197861,0.5457372320621208,18.892343823028224,15.654540632533713,3.6549698058132427,1.7034093297536492,1.4727922061357857,9.025314464721253,8.95067540491719,49.60376259469858,0.7428593187892234,6.834552736727628,14.987402117185695,0.12456096016550633,9.69765149118303,0.011120279201759701,0.3711335404705471,0.026370883305703,0.03851316986998897,0.40103918203394323,0.3878109280893572,0.3960860156210558,0.05700211752702492,0.1852419365337179,0.7036537086885067,0.4562182871047331,2.3698306048627527,0.02474220380438577,0.7760722008630984,0.4024704135544972,0.22880257290280495,0.23879144641941488,0.12383705032446068,0.07040079166240153,0.2727379069374988,0.28573621715225694,6.163058967114869,3.667943192979084,10,0.2844282850664799,3.6222337219904746
10,3,3,109.1,169.1,1.246771945243816,123.9,0.6597313383347739,11.783787061942723,0.6471911075036075,0.8042604641647624,14.158916440804822,14.080475064488716,4.6304951684997055,2.045056132118026,2,10.099261002845983,10.563803089163915,41.33036072312181,0.8812002378488241,4.458450154232722,11.883228143526956,0.06905667215137473,6.15449248742557,0.06326825723758622,0.24220471001369456,0.03974703871663823,0.04393111099950794,0.5240557147435079,0.6148368874131217,0.2549825582289529,0.035649121746103636,0,0.5158368558925565,0.46419353635586474,1.673683166757541,0.024675677694501016,0.8313070370588715,0.42146529891083717,0.2840713473306036,0.2557867806334989,0.12968163043410375,0.08740656840941646,0.33299647890877065,0.36994466932922443,7.344668857123388,6.563419209511265,10,0.3390993961182919,3.7931876901975343
11,3,4,95.5,131.8,1.0195133300985255,101.7,0.6967116280589524,11.025846933001104,0.726462703962704,0.981822321594461,13.062173075681173,12.518001935856834,4.71311845071176,2.1019672141242625,2,8.670715558022984,9.359214690338325,34.970562748477136,0.9391642199437413,2.8771127502720115,7.671013260609347,0.03397142660614083,3.2676869155073254,0.022089346267144514,0.16691958222841508,0.04133591599951859,0.03209882446378185,0.24746421758460252,0.332711977349402,0.3100438491575319,0.04006864079419392,0,0.2867539260289023,0.21325802782165107,0.7810485835025407,0.012855873512254173,0.5414864742146013,0.2467008797520881,0.14479098010098398,0.16661122283526192,0.0759079630006425,0.04455107080030276,0.39843318792755616,0.2542388768368698,3.300816952818533,1.6709464877852576,10,0.5073229494178567,2.2203079177687934
12,3,6,196.4,290.8,1.261782603787982,218.1,0.5782473115642064,15.812957787750172,0.6769220705711478,0.7934389187753538,17.934419085321963,17.6388771686144,6.355982887175195,2.6382428547564145,2.23606797749979,14.500742249055257,14.590735309627085,55.798484809834996,0.9008280993299462,3.1692971530679235,17.119190011991417,0.04484209169526438,6.314885412877876,0.046702672792770836,0.12742138673238745,0.02943723032792886,0.028445042617814123,0.41818178459449445,0.54773496280759,0.0405728143256941,0.025597840173926488,0,0.3547954488546107,0.30051559075657974,1.2881721712655125,0.01354931074739462,0.4090126752232522,0.2380526040372043,0.07559439712419133,0.12585005391484683,0.07324695508837055,0.023259814499751178,0.34585934738962343,0.27404035138806504,4.1052891429793075,2.011915608297619,10,0.4048197181639944,2.1424734363348383
13,3,7,91.6,125.5,1.025727534327825,97.7,0.6530407960289923,10.797811080769744,0.7330773645546373,0.9756516254774996,12.54159524178139,12.014313000012718,4.584596114923647,2.065534411655061,2,8.945154966948202,9.481086655061976,34.35634918610405,0.9379953101522959,3.40587727318528,10.814085465005556,0.030089351643043036,4.595891885393109,0.03179354155572846,0.20005044293615215,0.044195847866982274,0.027810700999040937,0.25742224252449497,0.2500736285474333,0.30088473804026805,0.03320393878311125,0,0.2976199266424833,0.30531915276061844,0.9697029906197743,0.013088395431226914,0.34092104548248775,0.1583896713183745,0.08489577999538198,0.10489878322538085,0.048735283482576774,0.026121778460117533,0.4054137984967228,0.2522019882153052,3.1812957354435785,1.5291944341609363,10,0.48377379588526576,1.4255070418653708
14,3,8,86.2,126.5,1.0842412982753538,94.1,0.7302742893640919,10.475795031941756,0.6823002754820937,0.9231375968935671,12.864356206604958,11.972198781622321,4.070636077779086,1.9423966687562062,2,8.098748742661389,8.772881790428903,34.26345596729059,0.9163828363337159,1.8135294011647258,5.797509043642029,0.03438454878423138,2.7264140062238043,0.02424087307260403,0.11038923516093563,0.023695752951372648,0.029216448128215302,0.23606749343237415,0.2717358466538232,0.182336448124818,0.04096374694735936,0,0.1817716917353402,0.20126349337517682,0.5552380125859749,0.018632561054914558,0.3311118615906756,0.18253299131842532,0.07562857044529224,0.10188057279713096,0.05616399732874625,0.02327032936778223,0.3430711692295439,0.31906984986613735,4.896109928577746,2.7928421397716825,10,0.2645566324456287,1.642796921865828
15,3,9,119.8,163.6,1.1216130769229848,128.4,0.7858654338497515,12.349274350767512,0.7359421420083185,0.8924305198010091,15.860784276768833,15.377802800904885,5.009901951359279,2.229244900696146,2,8.962030835440128,9.784752218726156,41.08477631085023,0.9333375873314975,3.521363372331802,13.30162897292408,0.03669354147517419,4.5995168828427575,0.02184614684596612,0.1811091406618084,0.053120964420548,0.029128950407495736,0.44778239740397247,0.5992412021158285,0.031312719575520155,0.029005129150663517,0,0.5901518339670572,0.24651444786153887,0.9946546305743337,0.0168123794239536,0.6085116793819745,0.32154493406168905,0.18649677342577337,0.18723436288676137,0.098936902788212,0.05738362259254565,0.2846131612392858,0.30548180696922667,8.58536977490822,8.43921348656345,10,0.10189473717482934,2.893904406555201
16,3,10,100.5,158.5,1.2982599411519165,109,0.8683162859790061,11.310558813258677,0.6348605169340463,0.771260785136765,16.6007512108012,16.401510215166567,4.2765862345451815,1.9511185755271439,1.9707106781186547,8.027187580828373,8.219779561425733,40.477669529663686,0.9223123941122392,3.3416562759605704,8.181958472422385,0.05040498200744802,4.0276819911981905,0.011877846943696086,0.18807084274080146,0.022243686957841492,0.02861829136161661,0.37642030419912864,0.31703953799478823,0.1095961196528497,0.042578859328483626,0.09262096826685891,0.2888697729542934,0.2561292638950736,0.9070122201251193,0.019207832834933932,0.43552738724345935,0.19240124958781613,0.11725385378539628,0.13400842684414133,0.059200384488558806,0.03607810885704501,0.27845297151953224,0.2965970374937244,7.648179834286039,6.249727842632543,10,0.1954122336065192,1.7316112462903452
17,3,11,74.3,101.3,0.9881050743448349,79.5,0.6439072942838837,9.724300425549913,0.7389856902356902,1.0138004626456008,11.155322964296822,10.565846831048727,4.110438006644291,1.940702853167019,1.9121320343559642,7.701665054784047,8.524023485443685,30.36639969244288,0.9355472210582707,3.1640339933558095,10.509783801561074,0.04359774330931738,4.527692569068709,0.02877273129638695,0.20997197557017128,0.06192662173261305,0.044411185908233036,0.2147479733245638,0.2643245959413067,0.06911659660882515,0.024362111471681602,0.19768785560134108,0.40049328461320677,0.30016634071015913,1.104907652399039,0.025358880076417994,0.34978400871275567,0.2138970608970258,0.0814687063268751,0.10762584883469405,0.06581448027600793,0.025067294254423108,0.4969029345618859,0.33225104410442696,3.561515203469141,2.9618460678745713,10,0.26320730530287895,1.925073548073232
18,3,12,52.875,76,1.0195125423454936,58,0.7140369759696756,8.204622783872592,0.6977430555555556,0.9821731800671895,9.961256353682348,9.106663175484668,3.308220558383186,1.662866126497286,1.4142135623730951,6.455259805586017,6.943448624045768,26.02081528017131,0.9118819366036846,1.1259916264596033,4.27617987059879,0.03967688476740389,1.4142135623730951,0.038661204334491314,0.08754363633871708,0.04345334356040377,0.03854672971106416,0.3483839624865096,0.2801750641938096,0.25225097953278486,0.03363994250712529,0,0.1416988558855153,0.1576032033063274,0.5423328581291489,0.020124116256510182,0.4004636449300792,0.2630253008150518,0.13990309276654858,0.12321958305540898,0.08093086178924672,0.043047105466630334,0.3555413875361557,0.29515390000336866,3.9567866322932588,1.85918606501956,8,0.32692307692310113,1.8411771057053627
19,3,13,140.5,213.5,1.313250254238601,161.9,0.6987421925030779,13.363478594286313,0.6758781727531727,0.7943890812460092,16.463906905599863,16.283337239159238,5.305240675470834,2.2790293004729087,2,11.287199988360033,11.771272829531137,48.03746750430835,0.8797214017449327,12.48332220738267,48.91545995104433,0.30639986173063954,29.391797797647182,0.03203443812883747,0.5846137332004119,0.0891376676595812,0.15802788585737315,1.3103895660896592,1.4348551439895845,0.24590281578470635,0.09256155700782315,0,1.3471238313975586,1.2425934424493683,7.573961959951317,0.07356996913143074,1.9754631618244052,0.7609019341339103,0.7722071835243088,0.6078348190228939,0.23412367204120316,0.23760221031517198,0.3614962108497811,0.3092551230261989,6.835489690315702,7.055785820664483,10,1.388677850011338,6.8481174072051925
20,3,14,176.8,466.3,2.0758211850909105,228.7,0.9399113476210846,15.002241323445396,0.37951979132614144,0.48272222704823414,28.836221180752876,26.953658483682638,4.32248528812124,1.9549716328041842,2,10.560675142191439,9.827097578477881,67.877269068328,0.7738023882850349,5.094659513211413,14.870178957303178,0.10004061650614342,8.944893018427392,0.005820683104902718,0.21475252497317635,0.01669730045122252,0.0227654840456044,0.6556538538288433,0.5776334333611813,0.13383627632894332,0.052760159358299814,0,0.5724836955755114,0.33688053350131675,1.4304274752341088,0.028611700741441124,0.492655309402119,0.27329214476166075,0.13545453509170038,0.15158624904680584,0.0840898906958956,0.041678318489753965,0.2556955706035933,0.29269133532514546,7.621867746252825,5.899725026940001,10,0.2351771849482207,2.459629302854947
21,3,15,148.1,204.1,1.130888441586076,157.8,0.7904653483628475,13.731160261711898,0.7271860764507823,0.8845557354113659,17.652983115086812,17.147634878006667,5.331249577905804,2.422625009758793,2.141640786499874,10.36145936858701,10.807296511028081,45.871782079359114,0.9385700238914042,3.3813212407775355,10.774970997640782,0.021709012153976505,3.552776691859794,0.009886164173960623,0.15639850262726182,0.03616077018726431,0.017090308338768876,0.2760038131230286,0.2552081733481364,0.2939726708371031,0.027105420754841566,0.12190497939060708,0.4694021605553088,0.1844369432686497,0.653143272434168,0.009627996065643346,0.30918427636576246,0.1689783223216651,0.08929512407504477,0.09513362349715768,0.051993329945127724,0.027475422792321468,0.2913755917990991,0.28460318465311696,6.824223467105023,7.417428107555767,10,0.3085914535176589,1.5208049008949855
22,3,16,58.55555555555556,80.88888888888889,1.1179711406071893,63.888888888888886,0.7921843497912291,8.63164645803791,0.7268438351771686,0.900228067164482,11.559012025749075,11.058827454677,3.3982758624471483,1.67573976277039,1.4142135623730951,6.0048046042494905,6.777471304441631,28.662157273353767,0.917165500762471,3.166666666666667,7.096556285347924,0.09517773875890845,3.6893239368631092,0.08469462612357585,0.23700076118160346,0.04860139450383906,0.07646302461777418,1.279082257093706,1.4714371354708,0.3649469934767584,0.049862815866315933,0,0.5463782701094363,0.4886855462140183,1.7090524846715083,0.032312063860673874,1.004906466507196,0.5723377096687121,0.31353250461200266,0.30920198969452184,0.17610391066729603,0.09647153988061619,0.41719895336331436,0.36928544332560964,5.469298688702449,6.488284627898951,9,0.2185016696371166,4.578701677349697
23,4,2,81.3,133.4,1.3917595761121333,96.9,0.8077048899525014,10.171641638790206,0.6152292152292153,0.7242847783950803,13.885160717048421,13.816797318163578,3.958041942778096,1.7417587683128075,1.4727922061357857,8.216695046708963,8.143627280904663,37.65340546095176,0.8397860237061696,3.8311588035185618,13.704824778968254,0.1321884037053096,5.279941077112298,0.029254414920631702,0.24055805258704407,0.06684763067863352,0.06780151066507203,0.5917040147336544,0.46679982479733106,0.19409041194875956,0.07485341618606323,0.12349462435581197,0.2762998556296091,0.296889399024751,1.814498119022683,0.029265091543148533,0.5823905819491313,0.2657551932498428,0.14724087019407253,0.17919710213819423,0.08177082869225932,0.045304883136637705,0.37562061689761483,0.28092995988703323,4.110963706504011,2.5724140098205055,10,0.4436618584619948,2.3917967392485853
24,4,3,362.9,666.7,3.1553713597560282,485.1,0.9035060945535771,21.492947660120805,0.5445679857638062,0.32096043500097116,36.593254648183525,37.40744418760614,6.030329777260373,2.370982639594487,2.023606797749979,16.350580092244112,15.64919173899056,119.81879502661798,0.7487590582176973,11.87387421564204,26.059973565263306,0.35862501889933873,23.430511921187062,0.010910294080628486,0.35250163703032966,0.012136009348721557,0.03992267191453921,0.4370015041378417,0.3038993823472722,0.19754824301606824,0.06489528968542616,0.07465124915287169,0.8630520745542202,0.7387508619052963,8.140226263724706,0.018875643203621294,0.604923887723687,0.4269829868574149,0.17452059671518141,0.18613042699190369,0.13137938057151227,0.05369864514313274,0.4327958245924657,0.34838283649363855,4.050051291097817,2.8902229133552115,10,0.4529079383974072,3.8428468817167345
